type,extensions,note_numbers
major,[],"[30, 35, 42, 51]"
dominant,[],"[30, 34, 40, 49]"
major,[],"[23, 30, 39, 47]"
major,[],"[23, 32, 40, 47]"
major,[],"[23, 30, 39, 47]"
major,[],"[23, 35, 42, 51]"
dominant,[],"[30, 34, 40, 49]"
major,[],"[23, 30, 39, 47]"
dominant,[],"[30, 34, 42, 49]"
major,[],"[23, 35, 42, 51]"
dominant,[],"[30, 34, 40, 49]"
major,[],"[23, 30, 39, 47]"
dominant,[],"[35, 39, 45, 54]"
minor-seventh,[],"[30, 37, 45, 52]"
major,[],"[35, 45, 51]"
minor-seventh,[],"[25, 35, 44, 47]"
dominant,[],"[27, 35, 42, 45]"
major,[],"[28, 35, 40, 44]"
major,[],"[30, 35, 42, 51]"
dominant,[],"[30, 34, 40, 49]"
major,[],"[23, 30, 39, 47]"
major,[],"[23, 32, 40, 47]"
major,[],"[11, 23, 30, 39, 47]"
dominant,[],"[32, 37, 41, 43]"
major-seventh,[],"[30, 33, 37, 41, 46]"
dominant,[],"[30, 35, 39, 41]"
major-seventh,[],"[28, 32, 35, 39, 44]"
dominant,[],"[28, 33, 37, 43]"
major-seventh,[],"[26, 30, 33, 37, 54]"
major-seventh,[],"[26, 31, 35, 54]"
dominant,[],"[28, 31, 35, 49]"
major-seventh,[],"[26, 30, 33, 37, 49]"
major,[],"[26, 31, 35, 49]"
dominant,[],"[37, 47, 51, 53, 58]"
major-seventh,[],"[30, 46, 51, 53, 56]"
major-seventh,[],"[30, 46, 51, 53, 56]"
dominant,[],"[35, 45, 49, 51, 54]"
major-seventh,[],"[28, 44, 49, 51, 54]"
major-seventh,[],"[28, 44, 49, 51, 54]"
major-seventh,[],"[28, 44, 49, 51, 54]"
dominant,[],"[33, 43, 47, 49, 54]"
major-seventh,[],"[27, 42, 47, 49, 52]"
major-seventh,[],"[32, 42, 45, 47, 50]"
dominant,[],"[33, 43, 47, 49, 52]"
major-seventh,[],"[27, 42, 47, 49, 52]"
dominant,[],"[32, 41, 45, 47, 52]"
major,[],"[33, 37, 61]"
dominant,[],"[21, 49, 55, 61]"
major-seventh,[],"[2, 49, 54, 61]"
dominant-ninth,[],"[35, 41, 45, 47, 52, 57]"
dominant-ninth,[],"[32, 38, 42, 59, 69]"
major-ninth,[],"[33, 61, 73]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[31, 37, 41, 46, 49]"
major-seventh,[],"[26, 42, 45, 49]"
dominant-ninth,[],"[31, 41, 45, 49]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[33, 55, 64]"
major-ninth,[],"[26, 54, 66]"
dominant-ninth,[],"[13, 25, 56, 68]"
minor,[],"[30, 57, 69]"
major-minor,[],"[30, 41, 45, 49, 56]"
minor-seventh,[],"[40, 45, 49, 54]"
dominant-13th,[],"[23, 33, 39, 44, 49]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '-1', 'type': 'add'}]","[28, 38, 45, 50, 53, 57]"
major,[],"[21, 37, 61, 73]"
major-seventh,[],"[33, 44, 49, 56, 61]"
dominant,[],"[43, 49, 55, 61]"
major-seventh,[],"[14, 26, 49, 54, 61]"
dominant-ninth,[],"[35, 41, 45, 50]"
major,[],"[9, 21, 49, 52, 57]"
major-seventh,[],"[40, 47, 49, 52]"
dominant-ninth,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[32, 38, 42, 48, 52]"
major,[],"[45, 49, 52, 57]"
minor-ninth,[],"[43, 48, 52, 57]"
suspended-fourth,"[{'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[42, 47, 51, 57]"
suspended-fourth,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '7', 'alter': '0', 'type': 'add'}]","[41, 46, 50, 57]"
major-ninth,[],"[21, 45, 49]"
major,[],"[37, 45, 52]"
dominant,[],"[32, 37, 41, 49]"
minor-seventh,[],"[28, 31, 38, 42]"
major,[],"[26, 33, 42, 45]"
major,[],"[21, 33, 37, 40, 45]"
major,[],"[21, 33, 37, 40, 45]"
major,[],"[25, 33, 45, 52]"
major,[],"[26, 33, 45, 53, 54]"
major,[],"[25, 33, 45, 52]"
major,[],"[32, 40, 47]"
dominant,[],"[23, 33, 39, 44]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[28, 33, 38, 40]"
major,[],"[37, 45, 52]"
dominant,[],"[32, 37, 41, 49]"
minor-seventh,[],"[28, 31, 38, 42]"
major,[],"[26, 33, 42, 45]"
major,[],"[21, 33, 37, 40, 45]"
diminished,[],"[27, 36, 42, 45]"
major,[],"[28, 40, 45, 49]"
diminished,[],"[29, 38, 44, 49]"
minor-seventh,[],"[30, 37, 42, 45]"
diminished,[],"[27, 36, 42]"
major,[],"[28, 37, 40]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[28, 39, 42]"
major,[],"[21, 37, 45]"
major,[],"[40, 44, 47]"
major,[],"[44, 47, 52]"
major,[],"[47, 52, 56]"
minor,[],"[40, 43, 47]"
minor,[],"[43, 47, 52]"
minor,[],"[47, 52, 55]"
diminished,[],"[40, 43, 46]"
diminished,[],"[43, 46, 52]"
diminished,[],"[46, 52, 55]"
augmented,[],"[40, 44, 48]"
augmented,[],"[44, 48, 52]"
augmented,[],"[48, 52, 56]"
major-seventh,[],"[40, 44, 47, 51]"
dominant,[],"[40, 44, 47, 50]"
major-minor,[],"[40, 43, 47, 51]"
minor-seventh,[],"[40, 43, 47, 50]"
half-diminished,[],"[40, 43, 46, 50]"
diminished-seventh,[],"[40, 43, 46, 51]"
major-ninth,[],"[40, 44, 47, 51, 54]"
major-11th,[],"[40, 44, 47, 51, 54, 57]"
major-13th,[],"[40, 44, 47, 51, 54, 57, 61]"
dominant-ninth,[],"[40, 44, 47, 50, 54]"
dominant-11th,[],"[40, 44, 47, 50, 54, 57]"
dominant-13th,[],"[40, 44, 47, 50, 54, 57, 61]"
major-minor,[],"[40, 43, 47, 51, 54]"
major-minor,[],"[40, 43, 47, 51, 54, 57]"
major-minor,[],"[40, 43, 47, 51, 54, 57, 61]"
minor-ninth,[],"[40, 43, 47, 50, 54]"
minor-11th,[],"[40, 43, 47, 50, 54, 57]"
minor-13th,[],"[40, 43, 47, 50, 54, 57, 61]"
minor-ninth,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[40, 43, 46, 50, 54]"
minor-11th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[40, 43, 46, 50, 54, 57]"
minor-13th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[40, 43, 46, 50, 54, 57, 61]"
major-sixth,[],"[40, 44, 47, 49]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[40, 44, 47, 49, 54]"
major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","[40, 42, 44, 47]"
minor-11th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[40, 43, 46, 50, 54, 57]"
major-seventh,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[40, 44, 47, 51, 58]"
dominant-13th,"[{'degree': '9', 'alter': '-1', 'type': 'alter'}, {'degree': '11', 'alter': '1', 'type': 'alter'}]","[40, 44, 47, 50, 53, 58, 61]"
dominant,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}, {'degree': '5', 'alter': '1', 'type': 'add'}, {'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '9', 'alter': '1', 'type': 'add'}]","[40, 44, 46, 48, 50, 53, 55]"
suspended-fourth,[],"[40, 45, 47]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50, 54]"
minor-ninth,[],"[22, 40, 44, 51]"
minor-seventh,[],"[20, 37, 40, 47]"
dominant,[],"[19, 38, 41, 47]"
minor-seventh,[],"[18, 33, 37, 44]"
major-seventh,[],"[16, 35, 39, 44]"
half-diminished,[],"[28, 35, 39, 44]"
minor-seventh,[],"[20, 34, 37, 39]"
half-diminished,[],"[27, 33, 37, 45, 49, 56]"
dominant-ninth,[],"[20, 30, 36, 46, 48, 54]"
major-seventh,[],"[25, 44, 48, 53]"
minor-seventh,[],"[25, 44, 48, 53]"
dominant-ninth,[],"[28, 38, 42, 44]"
half-diminished,[],"[27, 33, 37, 45, 49, 56]"
dominant-ninth,[],"[20, 30, 36, 46, 48, 54]"
major-seventh,[],"[25, 44, 48, 53]"
minor-seventh,[],"[24, 34, 43, 46, 53]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[29, 39, 42, 45, 51]"
major-seventh,[],"[22, 41, 45, 50]"
minor-seventh,[],"[23, 33, 42, 45, 52]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[28, 38, 41, 44, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[21, 32, 40, 44, 49]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[20, 30, 44]"
dominant-ninth,[],"[20, 42, 46, 48, 51]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[32, 42, 45, 48, 52]"
major-seventh,[],"[33, 40, 45, 49, 54]"
major-seventh,[],"[38, 49, 52, 54]"
minor-seventh,[],"[27, 45, 49, 54]"
dominant,[],"[20, 30, 45, 48, 54]"
major-seventh,[],"[21, 28, 49]"
major-seventh,[],"[26, 47, 49]"
dominant,[],"[27, 39, 43, 49]"
dominant-ninth,[],"[26, 36, 40, 44]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[20, 30, 36, 38, 44]"
dominant-ninth,[],"[26, 36, 45, 48, 52]"
minor-seventh,[],"[13, 40, 44, 51]"
major-seventh,[],"[9, 21, 44, 47, 49, 52]"
dominant-ninth,[],"[16, 28, 45, 50, 54]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '0', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[16, 28, 45, 49, 52, 56]"
diminished,[],"[12, 24, 45, 48, 54]"
minor-seventh,[],"[23, 33, 42, 45, 50]"
dominant-ninth,[],"[27, 28, 38, 42, 47]"
major-seventh,[],"[21, 32, 35, 37, 40]"
minor-seventh,[],"[32, 37, 40]"
minor-seventh,[],"[30, 37, 40, 42]"
dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[26, 36, 40, 44]"
half-diminished,[],"[39, 54, 57, 60]"
dominant,[],"[13, 25, 35, 39, 41, 44]"
major-seventh,[],"[14, 26, 37, 38, 42, 45]"
major-seventh,[],"[26, 37, 40, 42, 45]"
minor-seventh,[],"[30, 40, 44, 47]"
minor-seventh,[],"[31, 41, 43, 46, 50]"
dominant-13th,[],"[23, 33, 39, 44, 49]"
major-seventh,[],"[19, 42, 45, 50]"
dominant-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[20, 42, 46, 50]"
minor-seventh,[],"[31, 41, 46, 50, 53]"
minor-seventh,[],"[30, 40, 46, 52]"
dominant-13th,[],"[29, 39, 43, 45, 50]"
minor-seventh,[],"[30, 37, 40, 42, 45]"
dominant,[],"[29, 39, 41, 43, 47]"
minor-seventh,[],"[13, 37, 40, 45]"
dominant,[],"[22, 23, 33, 39, 44, 49]"
dominant-ninth,[],"[16, 35, 38, 42]"
dominant,[],"[28, 35, 38, 38, 42]"
dominant-ninth,[],"[26, 36, 40]"
dominant-ninth,[],"[27, 37, 41]"
dominant-ninth,[],"[28, 38, 42]"
dominant-ninth,[],"[29, 39, 43]"
dominant-ninth,[],"[28, 35, 38, 38, 44]"
dominant,[],"[29, 39, 43, 45, 50]"
dominant-ninth,[],"[28, 35, 38, 42, 44]"
minor-seventh,[],"[25, 35, 40, 44]"
minor-seventh,[],"[24, 34, 39, 43]"
minor-seventh,[],"[23, 33, 38, 42]"
minor-seventh,[],"[22, 32, 37, 41]"
dominant-ninth,[],"[16, 35, 38, 40]"
dominant-ninth,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}, {'degree': '13', 'alter': '-1', 'type': 'add'}]","[22, 32, 36, 38, 42]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '0', 'type': 'add'}]","[21, 31, 35, 38, 40]"
dominant,[],"[21, 31, 37, 42, 45]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 47, 50]"
major-seventh,[],"[26, 37, 42, 45, 49, 54]"
major-seventh,[],"[17, 24, 35, 40]"
minor-seventh,[],"[16, 23, 35, 40]"
minor-seventh,[],"[16, 23, 35, 40]"
dominant,[],"[19, 35, 41, 43]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[18, 34, 40, 43]"
dominant,[],"[23, 33, 39, 42]"
minor-sixth,[],"[16, 31, 37, 40]"
minor-ninth,[],"[26, 36, 41, 45, 48, 52]"
minor-ninth,[],"[25, 35, 40, 44, 47, 51]"
major-sixth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[19, 26, 35, 40, 49]"
minor-seventh,[],"[18, 37, 40, 42, 45]"
diminished-seventh,[],"[22, 40, 43, 46, 49]"
dominant,[],"[25, 47, 51]"
major,[],"[40, 45, 49]"
major,[],"[17, 38, 43, 47]"
major,[],"[31, 36, 41, 45]"
major,[],"[16, 35, 40, 44]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[20, 39, 42, 48]"
dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[30, 35, 40, 44]"
minor-seventh,[],"[32, 35, 37, 40]"
dominant,[],"[32, 34, 38, 41]"
minor-ninth,[],"[18, 32, 33, 37, 42]"
dominant,[],"[31, 37, 42, 47, 52]"
dominant,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[31, 37, 42, 47, 52]"
minor-seventh,[],"[20, 35, 39, 42, 47]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[24, 37, 38, 41, 45]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[23, 35, 37, 40, 45]"
dominant,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 39, 41, 44, 49]"
minor-ninth,[],"[26, 36, 41, 45, 48, 52]"
minor-ninth,[],"[25, 35, 40, 44, 47, 51]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}]","[19, 26, 40, 45, 49]"
minor-seventh,[],"[18, 37, 40, 42, 45]"
diminished-seventh,[],"[37, 40, 44, 45, 49]"
dominant,[],"[42, 45, 47, 51]"
major,[],"[40, 45, 49]"
major,[],"[33, 38, 43, 47]"
major,[],"[36, 41, 45]"
dominant,[],"[35, 40, 44]"
dominant,[],"[22, 32, 56]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[32, 39, 42, 48]"
minor-seventh,[],"[37, 45, 47, 49, 52]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[28, 35, 41, 46, 50, 53]"
minor-ninth,[],"[18, 25, 32, 33, 42, 45, 49, 54]"
diminished-seventh,[],"[40, 43, 46]"
minor-seventh,[],"[20, 56, 59, 63, 68]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '5', 'alter': '1', 'type': 'alter'}]","[25, 35, 82]"
minor-ninth,[],"[52, 56, 57, 61]"
minor-seventh,[],"[35, 42, 45, 49, 52]"
half-diminished,[],"[23, 42, 45, 48, 52]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 38, 43, 48]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[34, 39, 44, 49]"
half-diminished,[],"[37, 42, 45, 52]"
dominant,[],"[11, 47, 51]"
major-seventh,[],"[16, 40, 44]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[18, 39, 49]"
dominant,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[36, 42, 45]"
minor-seventh,[],"[32, 35, 37, 40]"
dominant,[],"[25, 32, 34, 38, 41]"
minor-ninth,[],"[18, 32, 33, 37, 42]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[39, 44, 49]"
dominant,[],"[31, 37, 42, 47, 52]"
minor-seventh,[],"[35, 39, 42, 47]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[25, 35, 49]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[24, 36, 38, 41, 45]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[23, 35, 37, 40, 45]"
dominant,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 39, 41, 44, 49]"
major-seventh,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[17, 24, 29, 31, 35, 40, 45]"
major-seventh,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[16, 23, 30, 32, 37, 39, 44]"
half-diminished,[],"[27, 30, 33, 42]"
minor-ninth,[],"[26, 36, 41, 45, 48, 52]"
minor-ninth,[],"[25, 35, 40, 44, 47, 51]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}]","[19, 26, 40, 45, 49]"
minor-seventh,[],"[37, 40, 42, 45]"
diminished-seventh,[],"[40, 43, 46, 49]"
major,[],"[28, 33, 37]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[21, 39, 42, 48]"
minor-seventh,[],"[24, 44, 51]"
major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","[25, 29, 35, 41, 46, 48, 50, 53]"
minor-ninth,[],"[18, 25, 32, 33, 42, 45, 49, 54]"
diminished-seventh,[],"[49, 52, 55, 61]"
minor-seventh,[],"[56, 59, 63, 68]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '5', 'alter': '1', 'type': 'alter'}]","[25, 35, 74]"
minor-ninth,[],"[52, 56, 57, 61]"
minor-sixth,[],"[35, 42, 45, 48, 52]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 38, 43, 48]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[34, 39, 44, 49]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[35, 40, 45, 50]"
major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[36, 41, 46, 51]"
suspended-second,[],"[37, 42, 47, 54]"
dominant,[],"[36, 42, 44, 48]"
major-seventh,[],"[32, 37, 42, 66]"
half-diminished,[],"[27, 37, 49]"
dominant,[],"[20, 42, 48]"
minor-seventh,[],"[40, 45, 47, 52]"
minor-seventh,[],"[18, 25, 32, 47, 59]"
dominant,[],"[23, 30, 33, 64, 76]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 36, 39, 44, 62, 74]"
major-ninth,[],"[21, 28, 35, 37, 71]"
half-diminished,[],"[27, 33, 37, 70]"
dominant,[],"[20, 27, 54]"
minor-seventh,[],"[35, 40, 42, 47]"
diminished-seventh,[],"[19, 28, 31, 43, 55]"
minor-seventh,[],"[20, 27, 59]"
dominant,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}, {'degree': '5', 'alter': '1', 'type': 'add'}, {'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '9', 'alter': '1', 'type': 'add'}]","[23, 33, 50]"
half-diminished,[],"[27, 37, 49, 57]"
dominant,[],"[32, 36, 42, 48, 54]"
minor-seventh,[],"[13, 25, 52, 56, 59, 61, 63]"
minor-seventh,[],"[25, 45, 49, 51, 52, 57]"
diminished-seventh,[],"[22, 34, 49, 56, 61]"
dominant,[],"[23, 33, 59, 63]"
dominant,[],"[17, 24, 55, 59]"
major-seventh,[],"[47, 52, 56]"
major,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[21, 28, 73, 85]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[20, 47, 51, 60]"
dominant,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[48, 54, 57]"
minor-seventh,[],"[25, 44, 47, 49, 52]"
major,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[25, 29, 35, 41, 46, 48, 50, 53]"
minor-ninth,[],"[6, 13, 42, 45, 49, 54]"
diminished-seventh,[],"[7, 19, 49, 52, 55, 58, 61]"
minor-seventh,[],"[56, 59, 63, 68]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}, {'degree': '5', 'alter': '1', 'type': 'alter'}]","[25, 35, 74, 80]"
minor-ninth,[],"[52, 56, 57, 61]"
minor-sixth,[],"[35, 42, 45, 48, 52]"
minor-seventh,[],"[44, 47, 51, 56]"
minor-seventh,"[{'degree': '11', 'alter': '0', 'type': 'add'}]","[25, 28, 30, 32, 35, 54, 59, 61, 66]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[35, 38, 41, 45, 47, 56, 61, 63, 68]"
minor-ninth,[],"[52, 56, 57, 61]"
minor-sixth,[],"[35, 42, 45, 48, 52]"
major-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[5, 12, 19, 40, 45, 47, 52]"
major-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","[4, 32, 34, 37, 39, 42]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[34, 44, 47, 50, 52, 58]"
minor-seventh,[],"[27, 49, 53, 56]"
major-ninth,[],"[30, 41, 48, 53, 56]"
dominant-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[32, 46, 50, 53]"
minor-ninth,[],"[27, 35, 39, 46, 49]"
minor-ninth,[],"[35, 42, 46, 49]"
major-seventh,[],"[23, 39, 42, 46]"
major-minor,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[29, 33, 37, 39, 44]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[22, 34, 36, 39, 41]"
dominant-ninth,[],"[36, 38, 41]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[38, 46, 54]"
minor-seventh,[],"[42, 46, 49, 53]"
dominant-13th,[],"[47, 50, 55, 59]"
major-seventh,[],"[25, 46, 51, 56]"
dominant-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[24, 42, 46, 50, 53]"
major-seventh,[],"[23, 34, 42, 46, 49]"
minor-seventh,[],"[42, 46, 49]"
minor-ninth,[],"[20, 30, 35, 39, 42, 46]"
minor-ninth,[],"[39, 42, 46]"
minor-seventh,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[44, 47, 53]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[34, 47, 50, 53]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[32, 38, 44, 47, 53]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[33, 39, 45, 48, 54]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[35, 41, 47, 50, 56]"
minor-ninth,[],"[42, 46, 53, 58]"
dominant,[],"[34, 44, 50]"
minor-13th,[],"[27, 36, 46, 51]"
dominant-13th,"[{'degree': '11', 'alter': '1', 'type': 'alter'}]","[38, 48, 53, 56]"
major,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[32, 36, 46, 50, 54]"
major-seventh,[],"[25, 48, 51, 56]"
dominant,[],"[17, 42, 49]"
minor-seventh,[],"[22, 41, 49]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[38, 46, 56]"
minor-seventh,[],"[27, 37, 46, 49, 54]"
dominant,[],"[20, 46, 49, 54]"
half-diminished,[],"[24, 34, 39, 42, 48]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[29, 45, 49, 53]"
major-seventh,[],"[38, 45, 50, 53]"
minor-seventh,[],"[31, 38, 41, 45]"
minor-seventh,[],"[30, 39, 42, 46]"
dominant,[],"[29, 35, 38, 43]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[33, 39, 45, 49, 53]"
dominant,[],"[32, 41, 47, 51, 56]"
minor-seventh,[],"[32, 41, 47, 51, 56]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[32, 38, 43, 47, 50, 55, 59]"
minor-seventh,[],"[27, 37, 46, 53, 56]"
dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[32, 36, 42, 46, 50, 53]"
dominant,[],"[42, 46, 50, 53]"
minor-seventh,[],"[32, 39, 42, 47, 49]"
dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[14, 26, 40, 44, 45, 47]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[25, 30, 35, 47, 51, 58]"
dominant,[],"[25, 35, 35, 39, 41, 46]"
major-seventh,[],"[30, 46, 51, 56]"
dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[23, 45, 49, 53, 56]"
major-seventh,[],"[18, 30, 58, 61, 68]"
major-seventh,[],"[30, 37, 41, 49, 53, 56, 58, 61]"
major,[],"[26, 37, 45, 54]"
minor-seventh,[],"[33, 43, 48, 52]"
major,[],"[31, 42, 47, 50]"
diminished-seventh,[],"[31, 37, 40, 46, 49]"
minor-seventh,[],"[30, 33, 37, 40, 45]"
dominant,[],"[30, 33, 37, 40, 45]"
dominant,[],"[31, 33, 37, 52]"
minor-seventh,[],"[30, 37, 40, 54, 57]"
dominant,[],"[30, 37, 40, 54, 57]"
minor-seventh,[],"[28, 31, 38, 54, 57]"
major,[],"[26, 37, 45, 54]"
minor-seventh,[],"[33, 43, 48, 52]"
major,[],"[31, 42, 47, 50]"
diminished-seventh,[],"[31, 37, 40, 46, 49]"
minor-seventh,[],"[30, 33, 37, 40, 45]"
dominant,[],"[30, 33, 37, 40, 45]"
dominant,[],"[31, 33, 37, 52]"
major,[],"[26, 30, 37, 45, 50]"
dominant,[],"[26, 30, 37, 45, 50]"
minor-seventh,[],"[28, 31, 38, 47, 52]"
dominant,[],"[25, 31, 33, 49, 52]"
major,[],"[26, 37, 45, 54]"
dominant,[],"[26, 36, 45, 48]"
minor-seventh,[],"[31, 33, 36, 45, 48]"
major,[],"[31, 35, 42, 50, 59]"
half-diminished,[],"[31, 35, 42, 50, 59]"
minor-seventh,[],"[30, 33, 40, 49, 57]"
dominant,[],"[30, 33, 40, 49, 57]"
dominant,[],"[28, 32, 38, 47, 52]"
major,[],"[26, 37, 45, 54]"
minor-seventh,[],"[33, 43, 48, 52]"
major,[],"[31, 42, 47, 50]"
diminished-seventh,[],"[31, 37, 40, 46, 49]"
