root,type,extensions,notes,note_numbers
F,dominant,[],"['Ab2', 'Ab3', 'C4', 'C4', 'Eb4', 'Gb4']","[24, 36, 40, 40, 43, 46]"
E,minor,[],"['G2', 'G4', 'Bb4', 'B4', 'D5']","[23, 47, 50, 51, 54]"
F,dominant,[],"['Ab2', 'Ab3', 'C4', 'C4', 'Eb4', 'Gb4']","[24, 36, 40, 40, 43, 46]"
E,minor,[],"['G2', 'G4', 'A#4', 'Bb4', 'D5']","[23, 47, 50, 50, 54]"
F#,half-diminished,[],"['A2', 'A3', 'C4', 'Eb4', 'G4', 'B4']","[25, 37, 40, 43, 47, 51]"
B,dominant,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","['D3', 'D4', 'F4', 'F#4', 'Ab4', 'C5']","[30, 42, 45, 46, 48, 52]"
E,minor,[],"['G2', 'E4', 'G4', 'Bb4', 'D5']","[23, 44, 47, 50, 54]"
C,major,[],"['C3', 'G3', 'F#4', 'D5']","[28, 35, 46, 54]"
G,major,[],"['D3', 'G3', 'D4', 'B4']","[30, 35, 42, 51]"
D,dominant,[],"['D3', 'F#3', 'C4', 'A4']","[30, 34, 40, 49]"
G,major,[],"['G2', 'D3', 'B3', 'G4']","[23, 30, 39, 47]"
C,major,[],"['G2', 'E3', 'C4', 'G4']","[23, 32, 40, 47]"
G,major,[],"['G2', 'D3', 'B3', 'G4']","[23, 30, 39, 47]"
G,major,[],"['G2', 'G3', 'D4', 'B4']","[23, 35, 42, 51]"
D,dominant,[],"['D3', 'F#3', 'C4', 'A4']","[30, 34, 40, 49]"
G,major,[],"['G2', 'D3', 'B3', 'G4']","[23, 30, 39, 47]"
D,dominant,[],"['D3', 'F#3', 'D4', 'A4']","[30, 34, 42, 49]"
G,major,[],"['G2', 'G3', 'D4', 'B4']","[23, 35, 42, 51]"
D,dominant,[],"['D3', 'F#3', 'C4', 'A4']","[30, 34, 40, 49]"
G,major,[],"['G2', 'D3', 'B3', 'G4']","[23, 30, 39, 47]"
G,dominant,[],"['G3', 'B3', 'F4', 'D5']","[35, 39, 45, 54]"
D,minor-seventh,[],"['D3', 'A3', 'F4', 'C5']","[30, 37, 45, 52]"
G,major,[],"['G3', 'F4', 'B4']","[35, 45, 51]"
A,minor-seventh,[],"['A2', 'G3', 'E4', 'G4']","[25, 35, 44, 47]"
G,dominant,[],"['B2', 'G3', 'D4', 'F4']","[27, 35, 42, 45]"
C,major,[],"['C3', 'G3', 'C4', 'E4']","[28, 35, 40, 44]"
G,major,[],"['D3', 'G3', 'D4', 'B4']","[30, 35, 42, 51]"
D,dominant,[],"['D3', 'F#3', 'C4', 'A4']","[30, 34, 40, 49]"
G,major,[],"['G2', 'D3', 'B3', 'G4']","[23, 30, 39, 47]"
C,major,[],"['G2', 'E3', 'C4', 'G4']","[23, 32, 40, 47]"
G,major,[],"['G1', 'G2', 'D3', 'B3', 'G4']","[11, 23, 30, 39, 47]"
A,dominant,[],"['E3', 'A3', 'C#4', 'Eb4']","[32, 37, 41, 43]"
D,major-seventh,[],"['D3', 'F3', 'A3', 'C#4', 'F#4']","[30, 33, 37, 41, 46]"
G,dominant,[],"['D3', 'G3', 'B3', 'C#4']","[30, 35, 39, 41]"
C,major-seventh,[],"['C3', 'E3', 'G3', 'B3', 'E4']","[28, 32, 35, 39, 44]"
F,dominant,[],"['C3', 'F3', 'A3', 'Eb4']","[28, 33, 37, 43]"
Bb,major-seventh,[],"['Bb2', 'D3', 'F3', 'A3', 'D5']","[26, 30, 33, 37, 54]"
Eb,major-seventh,[],"['Bb2', 'Eb3', 'G3', 'D5']","[26, 31, 35, 54]"
F,dominant,[],"['C3', 'Eb3', 'G3', 'A4']","[28, 31, 35, 49]"
Bb,major-seventh,[],"['Bb2', 'D3', 'F3', 'A3', 'A4']","[26, 30, 33, 37, 49]"
Eb,major,[],"['Bb2', 'Eb3', 'G3', 'A4']","[26, 31, 35, 49]"
A,dominant,[],"['A3', 'G4', 'B4', 'C#5', 'F#5']","[37, 47, 51, 53, 58]"
D,major-seventh,[],"['D3', 'F#4', 'B4', 'C#5', 'E5']","[30, 46, 51, 53, 56]"
D,major-seventh,[],"['D3', 'F#4', 'B4', 'C#5', 'E5']","[30, 46, 51, 53, 56]"
G,dominant,[],"['G3', 'F4', 'A4', 'B4', 'D5']","[35, 45, 49, 51, 54]"
C,major-seventh,[],"['C3', 'E4', 'A4', 'B4', 'D5']","[28, 44, 49, 51, 54]"
C,major-seventh,[],"['C3', 'E4', 'A4', 'B4', 'D5']","[28, 44, 49, 51, 54]"
C,major-seventh,[],"['C3', 'E4', 'A4', 'B4', 'D5']","[28, 44, 49, 51, 54]"
F,dominant,[],"['F3', 'Eb4', 'G4', 'A4', 'D5']","[33, 43, 47, 49, 54]"
Bb,major-seventh,[],"['B2', 'D4', 'G4', 'A4', 'C5']","[27, 42, 47, 49, 52]"
Eb,major-seventh,[],"['E3', 'D4', 'F4', 'G4', 'Bb4']","[32, 42, 45, 47, 50]"
F,dominant,[],"['F3', 'Eb4', 'G4', 'A4', 'C5']","[33, 43, 47, 49, 52]"
Bb,major-seventh,[],"['B2', 'D4', 'G4', 'A4', 'C5']","[27, 42, 47, 49, 52]"
Eb,dominant,[],"['E3', 'Db4', 'F4', 'G4', 'C5']","[32, 41, 45, 47, 52]"
F,major,[],"['F3', 'A3', 'A5']","[33, 37, 61]"
F,dominant,[],"['F2', 'A4', 'Eb5', 'A5']","[21, 49, 55, 61]"
Bb,major-seventh,[],"['Bb0', 'A4', 'D5', 'A5']","[2, 49, 54, 61]"
Eb,dominant-ninth,[],"['G3', 'Db4', 'F4', 'G4', 'C5', 'F5']","[35, 41, 45, 47, 52, 57]"
C,dominant-ninth,[],"['E3', 'Bb3', 'D4', 'G5', 'F6']","[32, 38, 42, 59, 69]"
F,major-ninth,[],"['F3', 'A5', 'A6']","[33, 61, 73]"
Eb,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['Eb3', 'A3', 'Db4', 'Gb4', 'A4']","[31, 37, 41, 46, 49]"
Bb,major-seventh,[],"['Bb2', 'D4', 'F4', 'A4']","[26, 42, 45, 49]"
Eb,dominant-ninth,[],"['Eb3', 'Db4', 'F4', 'A4']","[31, 41, 45, 49]"
F,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['F3', 'Eb5', 'C6']","[33, 55, 64]"
Bb,major-ninth,[],"['Bb2', 'D5', 'D6']","[26, 54, 66]"
A,dominant-ninth,[],"['A1', 'A2', 'E5', 'E6']","[13, 25, 56, 68]"
D,minor,[],"['D3', 'F5', 'F6']","[30, 57, 69]"
D,major-minor,[],"['D3', 'C#4', 'F4', 'A4', 'E5']","[30, 41, 45, 49, 56]"
D,minor-seventh,[],"['C4', 'F4', 'A4', 'D5']","[40, 45, 49, 54]"
G,dominant-13th,[],"['G2', 'F3', 'B3', 'E4', 'A4']","[23, 33, 39, 44, 49]"
C,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '-1', 'type': 'add'}]","['C3', 'Bb3', 'F4', 'Bb4', 'Db5', 'F5']","[28, 38, 45, 50, 53, 57]"
F,major,[],"['F2', 'A3', 'A5', 'A6']","[21, 37, 61, 73]"
F,major-seventh,[],"['F3', 'E4', 'A4', 'E5', 'A5']","[33, 44, 49, 56, 61]"
F,dominant,[],"['Eb4', 'A4', 'Eb5', 'A5']","[43, 49, 55, 61]"
Bb,major-seventh,[],"['Bb1', 'Bb2', 'A4', 'D5', 'A5']","[14, 26, 49, 54, 61]"
Eb,dominant-ninth,[],"['G3', 'Db4', 'F4', 'Bb4']","[35, 41, 45, 50]"
F,major,[],"['F1', 'F2', 'A4', 'C5', 'F5']","[9, 21, 49, 52, 57]"
F,major-seventh,[],"['C4', 'G4', 'A4', 'C5']","[40, 47, 49, 52]"
C,dominant-ninth,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","['E3', 'Bb3', 'D4', 'Ab4', 'C5']","[32, 38, 42, 48, 52]"
F,major,[],"['F4', 'A4', 'C5', 'F5']","[45, 49, 52, 57]"
F,minor-ninth,[],"['Eb4', 'Ab4', 'C5', 'F5']","[43, 48, 52, 57]"
F,suspended-fourth,"[{'degree': '11', 'alter': '1', 'type': 'add'}, {'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","['D4', 'G4', 'B4', 'F5']","[42, 47, 51, 57]"
F,suspended-fourth,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '7', 'alter': '0', 'type': 'add'}]","['Db4', 'Gb4', 'Bb4', 'F5']","[41, 46, 50, 57]"
F,major-ninth,[],"['F2', 'F4', 'A4']","[21, 45, 49]"
F,major,[],"['A3', 'F4', 'C5']","[37, 45, 52]"
A,dominant,[],"['E3', 'A3', 'C#4', 'A4']","[32, 37, 41, 49]"
C,minor-seventh,[],"['C3', 'Eb3', 'Bb3', 'D4']","[28, 31, 38, 42]"
Bb,major,[],"['Bb2', 'F3', 'D4', 'F4']","[26, 33, 42, 45]"
F,major,[],"['F2', 'F3', 'A3', 'C4', 'F4']","[21, 33, 37, 40, 45]"
F,major,[],"['F2', 'F3', 'A3', 'C4', 'F4']","[21, 33, 37, 40, 45]"
F,major,[],"['A2', 'F3', 'F4', 'C5']","[25, 33, 45, 52]"
Bb,major,[],"['Bb2', 'F3', 'F4', 'C#5', 'D5']","[26, 33, 45, 53, 54]"
F,major,[],"['A2', 'F3', 'F4', 'C5']","[25, 33, 45, 52]"
C,major,[],"['E3', 'C4', 'G4']","[32, 40, 47]"
G,dominant,[],"['G2', 'F3', 'B3', 'E4']","[23, 33, 39, 44]"
C,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['C3', 'F3', 'Bb3', 'C4']","[28, 33, 38, 40]"
F,major,[],"['A3', 'F4', 'C5']","[37, 45, 52]"
A,dominant,[],"['E3', 'A3', 'C#4', 'A4']","[32, 37, 41, 49]"
C,minor-seventh,[],"['C3', 'Eb3', 'Bb3', 'D4']","[28, 31, 38, 42]"
Bb,major,[],"['Bb2', 'F3', 'D4', 'F4']","[26, 33, 42, 45]"
F,major,[],"['F2', 'F3', 'A3', 'C4', 'F4']","[21, 33, 37, 40, 45]"
B,diminished,[],"['B2', 'Ab3', 'D4', 'F4']","[27, 36, 42, 45]"
F,major,[],"['C3', 'C4', 'F4', 'A4']","[28, 40, 45, 49]"
C#,diminished,[],"['C#3', 'Bb3', 'E4', 'A4']","[29, 38, 44, 49]"
D,minor-seventh,[],"['D3', 'A3', 'D4', 'F4']","[30, 37, 42, 45]"
B,diminished,[],"['B2', 'Ab3', 'D4']","[27, 36, 42]"
F,major,[],"['C3', 'A3', 'C4']","[28, 37, 40]"
C,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['C3', 'B3', 'D4']","[28, 39, 42]"
F,major,[],"['F2', 'A3', 'F4']","[21, 37, 45]"
C,major,[],"['C4', 'E4', 'G4']","[40, 44, 47]"
C,major,[],"['E4', 'G4', 'C5']","[44, 47, 52]"
C,major,[],"['G4', 'C5', 'E5']","[47, 52, 56]"
C,minor,[],"['C4', 'Eb4', 'G4']","[40, 43, 47]"
C,minor,[],"['Eb4', 'G4', 'C5']","[43, 47, 52]"
C,minor,[],"['G4', 'C5', 'Eb5']","[47, 52, 55]"
C,diminished,[],"['C4', 'Eb4', 'Gb4']","[40, 43, 46]"
C,diminished,[],"['Eb4', 'Gb4', 'C5']","[43, 46, 52]"
C,diminished,[],"['Gb4', 'C5', 'Eb5']","[46, 52, 55]"
C,augmented,[],"['C4', 'E4', 'G#4']","[40, 44, 48]"
C,augmented,[],"['E4', 'G#4', 'C5']","[44, 48, 52]"
C,augmented,[],"['G#4', 'C5', 'E5']","[48, 52, 56]"
C,major-seventh,[],"['C4', 'E4', 'G4', 'B4']","[40, 44, 47, 51]"
C,dominant,[],"['C4', 'E4', 'G4', 'Bb4']","[40, 44, 47, 50]"
C,major-minor,[],"['C4', 'Eb4', 'G4', 'B4']","[40, 43, 47, 51]"
C,minor-seventh,[],"['C4', 'Eb4', 'G4', 'Bb4']","[40, 43, 47, 50]"
C,half-diminished,[],"['C4', 'Eb4', 'Gb4', 'Bb4']","[40, 43, 46, 50]"
C,diminished-seventh,[],"['C4', 'Eb4', 'Gb4', 'B4']","[40, 43, 46, 51]"
C,major-ninth,[],"['C4', 'E4', 'G4', 'B4', 'D5']","[40, 44, 47, 51, 54]"
C,major-11th,[],"['C4', 'E4', 'G4', 'B4', 'D5', 'F5']","[40, 44, 47, 51, 54, 57]"
C,major-13th,[],"['C4', 'E4', 'G4', 'B4', 'D5', 'F5', 'A5']","[40, 44, 47, 51, 54, 57, 61]"
C,dominant-ninth,[],"['C4', 'E4', 'G4', 'Bb4', 'D5']","[40, 44, 47, 50, 54]"
C,dominant-11th,[],"['C4', 'E4', 'G4', 'Bb4', 'D5', 'F5']","[40, 44, 47, 50, 54, 57]"
C,dominant-13th,[],"['C4', 'E4', 'G4', 'Bb4', 'D5', 'F5', 'A5']","[40, 44, 47, 50, 54, 57, 61]"
C,major-minor,[],"['C4', 'Eb4', 'G4', 'B4', 'D5']","[40, 43, 47, 51, 54]"
C,major-minor,[],"['C4', 'Eb4', 'G4', 'B4', 'D5', 'F5']","[40, 43, 47, 51, 54, 57]"
C,major-minor,[],"['C4', 'Eb4', 'G4', 'B4', 'D5', 'F5', 'A5']","[40, 43, 47, 51, 54, 57, 61]"
C,minor-ninth,[],"['C4', 'Eb4', 'G4', 'Bb4', 'D5']","[40, 43, 47, 50, 54]"
C,minor-11th,[],"['C4', 'Eb4', 'G4', 'Bb4', 'D5', 'F5']","[40, 43, 47, 50, 54, 57]"
C,minor-13th,[],"['C4', 'Eb4', 'G4', 'Bb4', 'D5', 'F5', 'A5']","[40, 43, 47, 50, 54, 57, 61]"
C,minor-ninth,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","['C4', 'Eb4', 'Gb4', 'Bb4', 'D5']","[40, 43, 46, 50, 54]"
C,minor-11th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","['C4', 'Eb4', 'Gb4', 'Bb4', 'D5', 'F5']","[40, 43, 46, 50, 54, 57]"
C,minor-13th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","['C4', 'Eb4', 'Gb4', 'Bb4', 'D5', 'F5', 'A5']","[40, 43, 46, 50, 54, 57, 61]"
C,major-sixth,[],"['C4', 'E4', 'G4', 'A4']","[40, 44, 47, 49]"
C,major-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","['C4', 'E4', 'G4', 'A4', 'D5']","[40, 44, 47, 49, 54]"
C,major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","['C4', 'D4', 'E4', 'G4']","[40, 42, 44, 47]"
C,minor-11th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","['C4', 'Eb4', 'Gb4', 'Bb4', 'D5', 'F5']","[40, 43, 46, 50, 54, 57]"
C,major-seventh,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","['C4', 'E4', 'G4', 'B4', 'F#5']","[40, 44, 47, 51, 58]"
C,dominant-13th,"[{'degree': '9', 'alter': '-1', 'type': 'alter'}, {'degree': '11', 'alter': '1', 'type': 'alter'}]","['C4', 'E4', 'G4', 'Bb4', 'Db5', 'F#5', 'A5']","[40, 44, 47, 50, 53, 58, 61]"
C,dominant,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}, {'degree': '5', 'alter': '1', 'type': 'add'}, {'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '9', 'alter': '1', 'type': 'add'}]","['C4', 'E4', 'Gb4', 'G#4', 'Bb4', 'Db5', 'D#5']","[40, 44, 46, 48, 50, 53, 55]"
C,suspended-fourth,[],"['C4', 'F4', 'G4']","[40, 45, 47]"
C,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","['C4', 'F4', 'G4', 'Bb4', 'D5']","[40, 45, 47, 50, 54]"
A,minor-ninth,[],"['Gb2', 'C4', 'E4', 'B4']","[22, 40, 44, 51]"
E,minor-seventh,[],"['E2', 'A3', 'C4', 'G4']","[20, 37, 40, 47]"
Eb,dominant,[],"['Eb2', 'Bb3', 'Db4', 'G4']","[19, 38, 41, 47]"
D,minor-seventh,[],"['D2', 'F3', 'A3', 'E4']","[18, 33, 37, 44]"
C,major-seventh,[],"['C2', 'G3', 'B3', 'E4']","[16, 35, 39, 44]"
B,half-diminished,[],"['C3', 'G3', 'B3', 'E4']","[28, 35, 39, 44]"
B,minor-seventh,[],"['E2', 'Gb3', 'A3', 'B3']","[20, 34, 37, 39]"
B,half-diminished,[],"['B2', 'F3', 'A3', 'F4', 'A4', 'E5']","[27, 33, 37, 45, 49, 56]"
E,dominant-ninth,[],"['E2', 'D3', 'G#3', 'F#4', 'G#4', 'D5']","[20, 30, 36, 46, 48, 54]"
A,major-seventh,[],"['A2', 'E4', 'G#4', 'C#5']","[25, 44, 48, 53]"
F#,minor-seventh,[],"['A2', 'E4', 'G#4', 'C#5']","[25, 44, 48, 53]"
C,dominant-ninth,[],"['C3', 'Bb3', 'D4', 'E4']","[28, 38, 42, 44]"
B,half-diminished,[],"['B2', 'F3', 'A3', 'F4', 'A4', 'E5']","[27, 33, 37, 45, 49, 56]"
E,dominant-ninth,[],"['E2', 'D3', 'G#3', 'F#4', 'G#4', 'D5']","[20, 30, 36, 46, 48, 54]"
A,major-seventh,[],"['A2', 'E4', 'G#4', 'C#5']","[25, 44, 48, 53]"
Ab,minor-seventh,[],"['Ab2', 'Gb3', 'Eb4', 'Gb4', 'Db5']","[24, 34, 43, 46, 53]"
Db,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['Db3', 'B3', 'D4', 'F4', 'B4']","[29, 39, 42, 45, 51]"
Gb,major-seventh,[],"['Gb2', 'Db4', 'F4', 'Bb4']","[22, 41, 45, 50]"
G,minor-seventh,[],"['G2', 'F3', 'D4', 'F4', 'C5']","[23, 33, 42, 45, 52]"
C,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['C3', 'Bb3', 'Db4', 'E4', 'Bb4']","[28, 38, 41, 44, 50]"
F,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['F2', 'E3', 'C4', 'E4', 'A4']","[21, 32, 40, 44, 49]"
E,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['E2', 'D3', 'E4']","[20, 30, 44]"
E,dominant-ninth,[],"['E2', 'D4', 'F#4', 'G#4', 'B4']","[20, 42, 46, 48, 51]"
E,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['E3', 'D4', 'F4', 'G#4', 'C5']","[32, 42, 45, 48, 52]"
F,major-seventh,[],"['F3', 'C4', 'F4', 'A4', 'D5']","[33, 40, 45, 49, 54]"
Bb,major-seventh,[],"['Bb3', 'A4', 'C5', 'D5']","[38, 49, 52, 54]"
B,minor-seventh,[],"['B2', 'F4', 'A4', 'D5']","[27, 45, 49, 54]"
E,dominant,[],"['E2', 'D3', 'F4', 'G#4', 'D5']","[20, 30, 45, 48, 54]"
F,major-seventh,[],"['F2', 'C3', 'A4']","[21, 28, 49]"
Bb,major-seventh,[],"['Bb2', 'G4', 'A4']","[26, 47, 49]"
B,dominant,[],"['B2', 'B3', 'D#4', 'A4']","[27, 39, 43, 49]"
Bb,dominant-ninth,[],"['Bb2', 'Ab3', 'C4', 'E4']","[26, 36, 40, 44]"
E,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","['E2', 'D3', 'G#3', 'Bb3', 'E4']","[20, 30, 36, 38, 44]"
E,dominant-ninth,[],"['Bb2', 'Ab3', 'F4', 'G#4', 'C5']","[26, 36, 45, 48, 52]"
A,minor-seventh,[],"['A1', 'C4', 'E4', 'B4']","[13, 40, 44, 51]"
F,major-seventh,[],"['F1', 'F2', 'E4', 'G4', 'A4', 'C5']","[9, 21, 44, 47, 49, 52]"
C,dominant-ninth,[],"['C2', 'C3', 'F4', 'Bb4', 'D5']","[16, 28, 45, 50, 54]"
G,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '0', 'type': 'add'}, {'degree': '13', 'alter': '0', 'type': 'add'}]","['C2', 'C3', 'F4', 'A4', 'C5', 'E5']","[16, 28, 45, 49, 52, 56]"
Ab,diminished,[],"['Ab1', 'Ab2', 'F4', 'Ab4', 'D5']","[12, 24, 45, 48, 54]"
G,minor-seventh,[],"['G2', 'F3', 'D4', 'F4', 'Bb4']","[23, 33, 42, 45, 50]"
C,dominant-ninth,[],"['B2', 'C3', 'Bb3', 'D4', 'G4']","[27, 28, 38, 42, 47]"
F,major-seventh,[],"['F2', 'E3', 'G3', 'A3', 'C4']","[21, 32, 35, 37, 40]"
A,minor-seventh,[],"['E3', 'A3', 'C4']","[32, 37, 40]"
D,minor-seventh,[],"['D3', 'A3', 'C4', 'D4']","[30, 37, 40, 42]"
Bb,dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","['Bb2', 'Ab3', 'C4', 'E4']","[26, 36, 40, 44]"
Ab,half-diminished,[],"['B3', 'D5', 'F5', 'Ab5']","[39, 54, 57, 60]"
A,dominant,[],"['A1', 'A2', 'G3', 'B3', 'C#4', 'E4']","[13, 25, 35, 39, 41, 44]"
Bb,major-seventh,[],"['Bb1', 'Bb2', 'A3', 'Bb3', 'D4', 'F4']","[14, 26, 37, 38, 42, 45]"
Bb,major-seventh,[],"['Bb2', 'A3', 'C4', 'D4', 'F4']","[26, 37, 40, 42, 45]"
D,minor-seventh,[],"['D3', 'C4', 'E4', 'G4']","[30, 40, 44, 47]"
Eb,minor-seventh,[],"['Eb3', 'Db4', 'Eb4', 'Gb4', 'Bb4']","[31, 41, 43, 46, 50]"
G,dominant-13th,[],"['G2', 'F3', 'B3', 'E4', 'A4']","[23, 33, 39, 44, 49]"
Eb,major-seventh,[],"['Eb2', 'D4', 'F4', 'Bb4']","[19, 42, 45, 50]"
E,dominant-ninth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","['E2', 'D4', 'F#4', 'Bb4']","[20, 42, 46, 50]"
Eb,minor-seventh,[],"['Eb3', 'Db4', 'Gb4', 'Bb4', 'Db5']","[31, 41, 46, 50, 53]"
D,minor-seventh,[],"['D3', 'C4', 'F#4', 'C5']","[30, 40, 46, 52]"
Db,dominant-13th,[],"['Db3', 'B3', 'Eb4', 'F4', 'Bb4']","[29, 39, 43, 45, 50]"
D,minor-seventh,[],"['D3', 'A3', 'C4', 'D4', 'F4']","[30, 37, 40, 42, 45]"
Db,dominant,[],"['Db3', 'B3', 'Db4', 'Eb4', 'G4']","[29, 39, 41, 43, 47]"
D,minor-seventh,[],"['A1', 'A3', 'C4', 'F4']","[13, 37, 40, 45]"
G,dominant,[],"['F#2', 'G2', 'F3', 'B3', 'E4', 'A4']","[22, 23, 33, 39, 44, 49]"
C,dominant-ninth,[],"['C2', 'G3', 'Bb3', 'D4']","[16, 35, 38, 42]"
C,dominant,[],"['C3', 'G3', 'Bb3', 'Bb3', 'D4']","[28, 35, 38, 38, 42]"
Bb,dominant-ninth,[],"['Bb2', 'Ab3', 'C4']","[26, 36, 40]"
B,dominant-ninth,[],"['B2', 'A3', 'C#4']","[27, 37, 41]"
C,dominant-ninth,[],"['C3', 'Bb3', 'D4']","[28, 38, 42]"
C#,dominant-ninth,[],"['C#3', 'B3', 'D#4']","[29, 39, 43]"
C,dominant-ninth,[],"['C3', 'G3', 'Bb3', 'Bb3', 'E4']","[28, 35, 38, 38, 44]"
Db,dominant,[],"['Db3', 'B3', 'Eb4', 'F4', 'Bb4']","[29, 39, 43, 45, 50]"
C,dominant-ninth,[],"['C3', 'G3', 'Bb3', 'D4', 'E4']","[28, 35, 38, 42, 44]"
A,minor-seventh,[],"['A2', 'G3', 'C4', 'E4']","[25, 35, 40, 44]"
Ab,minor-seventh,[],"['Ab2', 'Gb3', 'B3', 'Eb4']","[24, 34, 39, 43]"
G,minor-seventh,[],"['G2', 'F3', 'Bb3', 'D4']","[23, 33, 38, 42]"
Gb,minor-seventh,[],"['Gb2', 'E3', 'A3', 'Db4']","[22, 32, 37, 41]"
C,dominant-ninth,[],"['C2', 'G3', 'Bb3', 'C4']","[16, 35, 38, 40]"
Gb,dominant-ninth,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}, {'degree': '13', 'alter': '-1', 'type': 'add'}]","['Gb2', 'E3', 'Ab3', 'Bb3', 'D4']","[22, 32, 36, 38, 42]"
F,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '0', 'type': 'add'}]","['F2', 'Eb3', 'G3', 'Bb3', 'C4']","[21, 31, 35, 38, 40]"
F,dominant,[],"['F2', 'Eb3', 'A3', 'D4', 'F4']","[21, 31, 37, 42, 45]"
F,suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","['F3', 'G4', 'Bb4']","[33, 47, 50]"
Bb,major-seventh,[],"['Bb2', 'A3', 'D4', 'F4', 'A4', 'D5']","[26, 37, 42, 45, 49, 54]"
Db,major-seventh,[],"['Db2', 'Ab2', 'G3', 'C4']","[17, 24, 35, 40]"
C,minor-seventh,[],"['C2', 'G2', 'G3', 'C4']","[16, 23, 35, 40]"
C,minor-seventh,[],"['C2', 'G2', 'G3', 'C4']","[16, 23, 35, 40]"
Eb,dominant,[],"['Eb2', 'G3', 'Db4', 'Eb4']","[19, 35, 41, 43]"
D,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['D2', 'F#3', 'C4', 'Eb4']","[18, 34, 40, 43]"
G,dominant,[],"['G2', 'F3', 'B3', 'D4']","[23, 33, 39, 42]"
C,minor-sixth,[],"['C2', 'Eb3', 'A3', 'C4']","[16, 31, 37, 40]"
Bb,minor-ninth,[],"['Bb2', 'Ab3', 'Db4', 'F4', 'Ab4', 'C5']","[26, 36, 41, 45, 48, 52]"
A,minor-ninth,[],"['A2', 'G3', 'C4', 'E4', 'G4', 'B4']","[25, 35, 40, 44, 47, 51]"
Eb,major-sixth,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","['Eb2', 'Bb2', 'G3', 'C4', 'A4']","[19, 26, 35, 40, 49]"
D,minor-seventh,[],"['D2', 'A3', 'C4', 'D4', 'F4']","[18, 37, 40, 42, 45]"
F#,diminished-seventh,[],"['F#2', 'C4', 'Eb4', 'F#4', 'A4']","[22, 40, 43, 46, 49]"
G,dominant,[],"['A2', 'G4', 'B4']","[25, 47, 51]"
F,major,[],"['C4', 'F4', 'A4']","[40, 45, 49]"
Eb,major,[],"['Db2', 'Bb3', 'Eb4', 'G4']","[17, 38, 43, 47]"
Db,major,[],"['Eb3', 'Ab3', 'Db4', 'F4']","[31, 36, 41, 45]"
C,major,[],"['C2', 'G3', 'C4', 'E4']","[16, 35, 40, 44]"
E,dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","['E2', 'B3', 'D4', 'G#4']","[20, 39, 42, 48]"
Bb,dominant,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","['D3', 'G3', 'C4', 'E4']","[30, 35, 40, 44]"
A,minor-seventh,[],"['E3', 'G3', 'A3', 'C4']","[32, 35, 37, 40]"
F#,dominant,[],"['E3', 'F#3', 'A#3', 'C#4']","[32, 34, 38, 41]"
D,minor-ninth,[],"['D2', 'E3', 'F3', 'A3', 'D4']","[18, 32, 33, 37, 42]"
